C0085272,PART_OF,C0026809,LOCATION_OF,C0017337,INTERACTS_WITH,C0008845,3
C0085272,INTERACTS_WITH,C0039601,INTERACTS_WITH,C0017337,INTERACTS_WITH,C0008845,3
C0085272,INTERACTS_WITH,C0039601,STIMULATES,C0017337,INTERACTS_WITH,C0008845,3
C0085272,PART_OF,C0026809,PART_OF,C0017337,INTERACTS_WITH,C0008845,3
C0085272,MENTIONED_IN,27756223,MENTIONED_IN,C0017337,INTERACTS_WITH,C0008845,3
C0085272,PART_OF,C0026809,TREATS,C0003289,INTERACTS_WITH,C0008845,3
C0085272,PART_OF,C0026809,TREATS,C0360105,INTERACTS_WITH,C0008845,3
C0085272,PART_OF,C0026809,LOCATION_OF,C3539645,INTERACTS_WITH,C0008845,3
C0085272,PART_OF,C0026809,PROCESS_OF,C0017262,AFFECTS,C0008845,3
C0085272,PART_OF,C0026809,PROCESS_OF__SPEC__,C0017262,AFFECTS,C0008845,3
C0085272,HAS_MESH,8873879,MENTIONED_IN,C0085631,AFFECTS,C0008845,3
C0085272,PART_OF,C0026809,PROCESS_OF,C0031327,AFFECTS,C0008845,3
C0085272,HAS_MESH,8873879,MENTIONED_IN,C0085631,PREVENTS,C0008845,3
C0085272,INTERACTS_WITH,C0039601,TREATS,C0002395,TREATS,C0008845,3
C0085272,INTERACTS_WITH,C0039601,CAUSES,C0002395,TREATS,C0008845,3
C0085272,PART_OF,C0026809,PROCESS_OF,C0002395,TREATS,C0008845,3
C0085272,INTERACTS_WITH,C0039601,PREDISPOSES,C0002395,TREATS,C0008845,3
C0085272,IS_A,C0023610,TREATS__INFER__,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,15379604,MENTIONED_IN,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,16503402,MENTIONED_IN,C0002395,TREATS,C0008845,3
C0085272,MENTIONED_IN,16370917,MENTIONED_IN,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,25310993,MENTIONED_IN,C0002395,TREATS,C0008845,3
C0085272,MENTIONED_IN,22587890,MENTIONED_IN,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,22587890,MENTIONED_IN,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,18056027,MENTIONED_IN,C0002395,TREATS,C0008845,3
C0085272,MENTIONED_IN,27756223,MENTIONED_IN,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,8873879,HAS_MESH,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,15379604,HAS_MESH,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,16503402,HAS_MESH,C0002395,TREATS,C0008845,3
C0085272,MENTIONED_IN,16370917,HAS_MESH,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,18056027,HAS_MESH,C0002395,TREATS,C0008845,3
C0085272,MENTIONED_IN,22587890,HAS_MESH,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,22587890,HAS_MESH,C0002395,TREATS,C0008845,3
C0085272,HAS_MESH,25310993,HAS_MESH,C0002395,TREATS,C0008845,3
C0085272,MENTIONED_IN,27756223,HAS_MESH,C0002395,TREATS,C0008845,3
C0085272,PART_OF,C0026809,PROCESS_OF,C0001807,TREATS,C0008845,3
C0085272,HAS_MESH,8873879,HAS_MESH,C0001807,TREATS,C0008845,3
